asin, yr, month, rating, yeshelpfulnessvotes, totalhelpfulnessvotes, wordcount, summaryreview, fullreview
B00005K9CK,2011,9,5.0,0,0,22,"good stuff","I like this product and had used it before.  Gets a good rating from cosmetic reviewers.  It arrived quickly and as advertized."
B00005K9CK,2008,7,5.0,10,16,335,Wonderful!,"I am 28 years old but I do not have wrinkles (the last time I checked that is!) I have combination skin, oily on the tzones, dry cheeks. I chose Neutrogena Anti Wrinkle Night Cream because of the good reviews I saw from different online sites. They say it is easier to prevent wrinkles than actually curing them when you get it. I wash my face first before putting the night cream. The directions state to put a pearl size amount. This cream doesn't have a strong odor, just a very very light one and it is not displeasing at all. The feel on myskin is very nice and creamy, not oil at all. My skin soaks up the night cream and my face does not feel oily or slimy at all. In fact my feels rather plumpy and nice. I have used this product for almost two weeks and I have not experienced any rashes, breakouts or red spots. I only gave this four stars because this is my first anti wrinkle cream that I have used. Actually my second. I did buy a Lancome anti-wrinkle eye cream. If I were to compare the two even though the Lancome version is for the eyes only, Neutrogena feels much more creamy and my skin soaks it immediately. The Lancome version is also nice but it feels less creamy. I only use the Lancome for my eyes though. I use a regular moisturizer in the morning (Oil of Olay with SPF) This does not have not any anti-wrinkle benefits but if I were to compare the two, Oil of Olay seems much more oilier and thinner, while as I've mentioned before, Neutrogena feels much more creamy and my skin soaks it up immediately. I definitely recommend Neutrogena Anti Wrinkle Night Cream. I have no complaints at all. I would use their anti-wrinkle day cream also but I think I have to finish up my Oil of Olay stash first. I will definitely use more Neutrogena products."
B00005K9CK,2012,6,1.0,1,2,23,"broke out a ton!! :(","TERRIBLE!!!! I've never broke out like this before!!!! :/ so upset. Would NEVER recommend!! Threw the product away. So disappointing. Wasted money :("
B00005K9CK,2013,1,3.0,0,1,37,"Box is broken!","This product is really awesome! I'm using it everyday or I've been using it for more than a year. I can recommend this product 100% to my friends, but problem is the packaging it is very bad."
B00005K9CK,2007,11,5.0,3,6,16,"Highly Recommend!","Great moisture that lasts.  Im 41 and need some good moisture and this product is great."
B00005K9CK,2012,11,4.0,1,3,27,"Noticed Nothing, But I Am ALso 25","I tried this out because of the great reviews. I didn't really notice much of a difference, but that could be because I don't have any wrinkles..."
B00005K9CK,2012,7,5.0,3,3,91,"Improved my skin drastically..","This is a fine skin cream , it reduced pore size, improved my complexion's color and uniformity , didn't irritate it and didn't induce acne. I wear it daily prior going to bed and at afternoon if I am not going out ..definately improved my skin overall.		Edit : after using this cream for more than 3 weeks now on daily basis I can say it has no effect on my age spots however, it does improve drastically pore sizes and makes my skin looks smooth and soft. will definately re-order"
B00005K9CK,2012,1,2.0,3,3,86,Meh,"I purchased this bc I read it was a good OTC retinol product. It didn't work well for me at all. I much prefer Neutrogena Tone Correcting Serum and cream. The tone correcting serum also has retinol and I had typical retinol effects with that one, which is what I was hoping for with this product:		I wil not repurchase this unless it was on super sale, lol. However, I will  purchase the Tone Correcting serum  again as that provided better retinol results than this did."
B00005K9CK,2011,3,5.0,3,3,135,"Love this stuff.","I'm in my late 20s with normal skin. I love this stuff, and I'm finally switching to buying it online because I can't find it locally anymore. I particularly like this version because I use it as an eye cream too. Anything with SPF burns if it gets too close to my eyes, but the SPF-free night cream variety doubles as a great retinol eye cream.		I can't tell if it does anything to keep my skin from aging, but it's reasonably priced and is a great moisturizer, so that's good enough for me. I've considered only using it on one side of my face and keeping the other side as a control, but then I realized that would be crazy.		Unlike the other reviewer, I really like the smell and consider it a plus."
B00005K9CK,2011,1,4.0,3,3,123,"Love this nightly lotion, but don't expect miracles","I'm only 25, but I thought it was easier to keep skin LOOKING young than to try and make it look younger so I thought it was time to start taking care of i. I'm not sure if it made me look any younger (I already get mistaken for highschoolers as it is), but it did help decrease the appearance of a forehead crease I've had since I was 13. I don't think this product is strong enough to REVERSE a lot of age damage, but based on research it seems to be the best on the market for its price-range.  Although the tube looks fairly small, it lasted me a couple of months. I added this to my nightly treatment of stridex."
B00005K9CK,2012,10,5.0,2,2,84,Awesome,"I'm 32 years old with the start of fine lines and uneven color (I spent lots of time outside with no sunscreen). I've used this stuff for 3 days and can see the difference in my face - the lines have become smoother, my complexion evening out, it doesnt make my combination skin break out, doesn't cause overdrying or sensitivity (like the Mary Kay Timewise stuff I used for a minute), and feels really nice on my skin, not like greasy moisturizers. Love it!"
B00005K9CK,2012,7,5.0,2,2,22,"it really works!!!","This product really works. I was able to tell the difference from day 2. It is very strong so use small amounts."
B00005K9CK,2013,1,5.0,1,1,31,"Great Night Cream","This cream feels great on my dry skin. I apply it over a serum and together it helps my skin stay hydrated. It goes on smoothly and sinks in right away."
B00005K9CK,2013,0,5.0,1,1,210,"Hormonal acne finally under control!","I began getting very large and painful cysts on my chin like clockwork every month after I had an IUD inserted. A little bit of research clearly indicated this acne in my mid-20's was hormonal and excessively hard to treat without dermatologist intervention. However, I did see it mentioned that research indicated that creams with retinoids could help. So I picked this up as something to try before going in for a prescription strength option.		I didn't notice much for the first two weeks - then I developed a really rough patch on my chin for 3-4 days. I pushed through and things went uphill fast from there. My skin looks fresh and smooth every morning. It's helped significantly reduce the appearance of my former acne scars. Best of all, my monthly hormonal acne is a lot better! I still get a couple of manageable spots, but nothing like the big painful cysts.		The cream itself is very light (now in the dead of winter, sometimes it feels a bit too light, but I just use a heavier daytime moisturizer), fragrance free, and one small tube lasts a long time - you only need to apply a pea-sized amount. I wish all my beauty rituals were this easy and inexpensive!"
B00005K9CK,2013,0,5.0,1,1,184,"Cleared up my acne!","I am 26 and have been using this product for about three weeks.  I don't have many signs of wrinkles yet, but I have battled hormonal acne since my teens.  Although oral minocycline was effective against my acne, it wasn't ideal as a long-term solution.  I have tried lots of different products over the years formulated for fighting acne, including over-the-counter solutions containing benzoyl peroxide and salicylic acid, as well as ProActiv and Differin gel.  Either they didn't work very well, or they were harsh and dried my skin out.  I also tried Retin-A Micro at one point, which contains a stronger version of the retinol in this product, and it caused terrible dryness and peeling.		This product has been very effective in clearing up my acne in the short term.  I haven't experienced any dryness or peeling at all, and my breakouts are much reduced.  Plus, a bonus is that maybe I'm warding off any impending wrinkles.  For adults who are still experiencing acne problems, I would suggest giving this product a shot.  It's cost effective too, because one tube should last months."
B00005K9CK,2013,0,5.0,1,1,22,Perfect,"Not greasy and very soothing.  No smell.  Fades darker spots too.  Nice product  and great price.  Does help get rid of wrinkles."
B000CONLRI,2013,0,5.0,0,0,121,"This product has changed my skin texture and is amazing","I have been using Prevage MD for nine years. I put it on as a moisturizer and apply my foundation over it and wash my face before I sleep and reapply prevage I am almost 60 but my skin is better than most 40 year old women. It has closed pores softened lines and given my skin elasticity that has helped prevent any plastic surgery.  I love this product and keep no less tan three at home so I never panic and run out. I have used many other $$$ products from Barney's  and Neiman Marcus but nothing has performed like this. I get stopped in the cosmetic counters to be asked what I use. The best skin repaircibhave used ever"
B000CONLRI,2013,0,5.0,0,0,21,"Product was just as stated!  New!","I love this product!  I have been using it for about a year and see a remarkable improvement on my skin!"
B000CONLRI,2012,11,1.0,0,0,201,"Disappointing, and a waste","I'd been using regular Prevage for a while, and figured I'd step up my routine by adding Prevage MD at night. Turned out to be a mistake. While the regular Elizabeth Arden Prevage is smooth, not unpleasant, and, I think, effective, this particular jar of Prevage MD was quite the opposite.		For starters, it smells. Not just fragranced, but really, some kind of unpleasant odor. Nevertheless, I tried it, figuring that perhaps the &#34;professional&#34; grade formula just smelled different. That wasn't the only thing that was different.		I have combination skin, leaning toward oily most of the year. After maybe two weeks of Prevage MD, my entire face was dry, peeling, and itchy. Worst of all, it was blotchy and puffy. I lathered on the moisturizer, but it wasn't until a week after I stopped using Prevage MD that my skin returned to normal.		Now I use Prevage in the morning, Retin-A at night, and a moisturizer with each. My skin is much, much better. I am sorry I tried to cut corners, but I am also sorry I spent any money on this at all. I know each person's skin and reactions are different, but I cannot recommend this product."
B000CONLRI,2012,11,3.0,0,0,55,"Be careful","As much as I love Prevage, this version caused an allergic reaction on my nect and face.  This version is so strong, even one drop mixed with water still caused me to go red and swollen.  Everyone is different, so if your not allergic, then it is a wonderful product.  Just be cautious when using."
B000CONLRI,2012,10,1.0,0,0,133,"Still Reacting Months Later >: (","As many other prior users of Prevage MD, I began to get itchy spots--not right away, but after approximately 6 weeks of use. Three spots on my forehead, one along an eyebrow, and one along the side of my nose.  This frightened me, given what I had read of the bad experience others had with itching and rashes--I stopped using this product immediately.  I have not used Prevage MD for over 4 months.  The itchy spots that developed during use of this product calmed down after I quit using it, but they have not gone away.  Intermittent itching followed by the spot getting dry and crusty and then peeling--over and over and over again.  I have made an appointment with my dermatologist and am hoping for relief.  Be careful with this one folks!!!"
B000CONLRI,2012,10,5.0,0,0,39,"Prevage MD the Best","This is a must have product for me.  I would throw away all makeup, cleansing products, and moisturizers just to use this one product.  It restores the Ph balance and normalizes and smooths my skin.  Well work the money."
B000CONLRI,2012,7,5.0,0,0,32,"Forever young","Two years ago, i was looking for a complete anti aging treatment, one that improve my skin, reduce winkles , and protect my skin from future signs of aging. I recommend Prevage."
B000CONLRI,2012,4,5.0,0,0,63,"Excellent Product","This was formerly only available in doctor's offices. Now there is no need to pay doctors VERY inflated prices for this great product. It's active ingredient, 1% Idebedone, is a powerful antioxident. Please note, if you have sensitive skin, Prevage MD may irritate your skin. Be advised. I have been using this for several years and I'm very, very pleased with the results."
B000CONLRI,2012,3,5.0,0,0,22,"Prevage MD","I have used this product for a number of years and it is the best cream that I have found so far"
B000CONLRI,2011,11,5.0,0,0,106,"Switched brands, BIG mistake","I had been using Prevage MD for years as my dermatologist recommended.  About four months ago I thought I would save some money by buying and using an inexpensive store brand moisturizer.  Couldn't make that much difference right?  WRONG!!!  My skin has deteriorated noticeably.  The skin tone is uneven with dry patches.  My skin doesn't look young and moist.  I have learned my lesson and am returning to Prevage MD and I'll never be unfaithful again.  I just hope I can get my great looking skin back again.  Learn from my mistake and don't skimp.  This product is 100% worth every cent you pay for it."
B000CONLRI,2011,11,5.0,0,0,40,"Amazing results!","This Prevage Anti-Aging fluid is really magical!  Results are noticeable within a few weeks.  It is the basis of my skin regime and well worth the cost. I have used it for 3 years and do not intend to stop!"
B000CONLRI,2011,9,5.0,0,0,40,"prevage MD","Love this product.. been using it for at least 10 years. I wish they would make it in a clear container so i know when I'm about to run out, but I love the product.	Seller was fast and efficient."
B000CONLRI,2011,8,5.0,0,0,88,"Great product!","My dermatologist recommended this product to help even out skin tones and help with tiny lines and wrinkles.  I used it once per day and felt a tingling sensation for the first few applications, but no other skin reactions.  I increased the useage over time to the morning and evening, and can really see the improvement in my skin.  It is softer, more luminous, and has slightly decreased the uneven skin tones and tiny lines.  I recommend this product.  I've tried several and I'm hooked on this one."
B000CONLRI,2011,5,5.0,0,0,26,"girlie girl","Run, don't walk to buy this product.  I'm 46 years old and everyone compliments my even skin tone.  I don't have to wear foundation - ever!!!!"
B000CONLRI,2011,2,3.0,0,0,68,Review,"I had used prevage MD years ago with great results.  It does improve the tone and texture of your skin.  I unfortunately have developed ocular rosacea over the years and have found that this product aggravates it.  So, the botton line is it is a great product but if you have sensitive skin, you may want to try a small sample at the store first if you can."
B000CONLRI,2011,0,5.0,0,0,80,"I think it's miraculous...","...but it's true that some people have a bad reaction. The dermatologist that I used to buy it from stopped carrying it because of that. I've been using it for about 4 years and it improves the quality of my skin more than anything else I've tried. You only need to apply a little bit, so it lasts a long time. If you can, try to get a sample and try it out for a few days before purchasing it."
B000CONLRI,2010,6,5.0,0,0,24,"Most effective age reversing product","My skin looks ten years younger.  Fine lines, and discoloration have been noticeably reduced.  I love this product and the price in very resonable."
B000CONLRI,2010,5,3.0,0,0,32,"I'm allergic too!","Apparently, I'm allergic to it.  Makes the area around my eyes redden and swell.  I would suggest putting a little on your arm before applying to the face for the first time."
B000CONLRI,2008,5,4.0,0,0,26,"Prevage is great!","I've been using Prevage for a few months now and my skin is feeling firmer and my wrinkles are lessened.  I'll be 50 in a month."
B000CONLRI,2011,9,1.0,1,2,68,"Problems with the ingredients","I bought 2 of these as gifts for my daughters.  I have used Prevage for some time now and wanted to see if they would like this.  Both of them had allergic reactions to the product and could not use it.  They gave it to me, and upon use, I realized quickly that it is not the prevage I have been using. I will not purchase this again."
B000CONLRI,2006,6,3.0,28,29,100,"A little disappointed","This was my second bottle of Prevage.  The first I had purchased from an M.D. and was very impressed with the way my skin began improving almost immediately.  However, the bottle I purchased through Amazon lacked the same feel, nor did it produce the same results.  It felt as though it had been diluted.  At any rate, the real product is good.  Perhaps this was just a fluke and the company produced an batch that was inferior.  In the future, I'll just purchase from my doctor again.  I would recommend Prevage MD but be sure you know what you're getting."
B000CONLRI,2007,0,5.0,17,17,135,"Better than Retin-A","I am 40 but look 25 due to years of using Retin-A- but was really annoyed by all the peeling. My dermatologist gave me Prevage MD- I love it! Scientifically (I am a scientist by profession) the Retin A 1% should be better, but I have found that Prevage MD makes my skin look even younger- without all the irritation of Retin A. It is even reducing the two teeny lines I was getting around my eyes. My skin looks more luminous, with a youthful glow I haven't seen in years. BUT- make sure you get the real thing from a DR! My cousin tried it from a website and ended up with irritation. When she purchased from a DR- it worked perfectly! If you can afford it- this is the best stuff out there."
B000CONLRI,2008,0,1.0,16,17,167,"Beware of sudden allergic reaction!","I was reading some of the reactions to Prevage MD and I had exactly the same reaction as another poster. I used it for about a month and suddenly I woke up to a red, burned-feeling face. It itched so badly I cried. Nothing over the counter would stop it. My eyes were swollen shut and then my face began to peel. It was horrible! I ended up going to the doctor and had to have a steroid injection to stop the rapid advancement of my allergic reaction.(Which was progressing even as I sat in the doctor's office.) I do not have overly sensitive skin and have never had a reaction to any lotions or other treatments before, but I made up for lost time when I used Prevage MD. When I told my doctor what had happened she said, ""Oh yes, that happens fairly often.""  That might have been good to know before I shelled out $135.  Be very careful.  I learned a very expensive lesson."
B000CONLRI,2009,7,5.0,14,15,247,"Prevage MD is the BEST!!!! product ever","I have sensitive skin and I did not have any bad reaction to Prevage MD, but a friend of mine did.  If you are one of the person that don't get bad reaction from Prevage MD, you're a lucky girl.  From all the expesive creams I have bought during the years, so far this is the best one.  It delivers results and fasts.  I am 43yrs, I had a line in between my eye brows that in order to make it dissapear I went for botox.  Unfortunately, Botox is too expensive for me and only last 6 months, so my doctor recommended me Prevage MD.  The line between my eye brows has dissapeared.  Prevage MD has helped me get my skin soft as a baby's bottom and it has lighten up dark areas of my face.  I recently, stared using this cream on the dark circles around my eyes.  The product instructions do not read that can be use for around the eye areas but I took my chances.  After putting the Prevage MD on the dark circles, I use a good moisturizer right after and I start noticing the dark circles getting lighter.  I am sticking to this product.  I always keep 2 bottles in my house.		PS: Prevage MD is not the same as Prevage.  Prevage MD is pure.  The regular Prevage from Elizabeth Arden is diluted so it will not deliver the best results.  Both Prevage, MD and regular, cost about the same price."
B000CONLRI,2007,0,1.0,11,12,97,Caution,"I was given a sample of Prevage by my dermatalogist. Applied it one time. I am not particularly sensitive to lotions, etc. Woke up 24 hours later with eyes swollen shut and face bright red, burning and swollen so that I was unrecognizable. My doctor ordered Prednizone to counteract the allergic reaction and I am doing better. I have since heard of others with the same reaction. Will probable take a week to subside, hopefully with no lasting effects.  Beware, this is a strong treatment. I would definitely not apply any without a skin patch test first."
B000CONLRI,2009,8,1.0,7,7,181,"DO NOT USE THIS UNTIL YOU TEST THIS PRODUCT ON A VERY SMALL AREA","I used this product on my face after being recommended to use it by a dermatologist.  I used a pea sized portion and immediately my face turned beet red.  Five days later still have a red rash on my cheeks and down the left side of my face.  I have been to a clnic to receive a shot(as it was a Friday night)  and get a Rx for a dose pak.  I now have to use cortisone cream take an allergy pill(a.m. and p.m.), dose pak, cold compresses to my face went back to the dermatologist on Monday.  This might be a wonderful product but please whatever you do test it on tiny area for a few days before using on your whole face.		7-15-2011	It is now almost 2 years later and I still have a severe reaction on my face when I go out in the sun.  That is what I do all summer I am a gardener but I can no longer do this from putting one pea sized portion of Prevage M.D. on my face one time!"
B000CONLRI,2006,3,5.0,14,17,52,"The most amazing anti-aging cream that really works","Prevage MD is all that it is hyped up to be by Elizabeth Arden,  For once a cosmetic company is not trying to market their way into our wallets with some silly concoction.  Fine lines have disappeared, sun spots have lightened and my skin looks like it did during the 'collagen years!'"
B000CONLRI,2010,2,5.0,5,5,74,"Excellent Product!","Love Prevage MD!  The product I bought is the same quality/strength I purchased from my doctor and it is much cheaper!  I have purchased twice from the same seller and an extremely pleased and will be purchasing again soon!  I have been using Prevage MD for over a year and it has really decreased wrinkle lines and improved my skin texture.  Love it and I am so glad I found it here on Amazon!"
B000CONLRI,2006,5,5.0,5,5,41,"Using Prevage MD daily","I have been using Prevage MD twice daily for two years and have found that it has reduced fine lines and given my skin a firmer look. Using Prevage MD daily including moisture creams and sunscreen keeps my skin looking younger."
B000CONLRI,2007,5,1.0,9,11,73,"Prevage Smells funny!","I bought Prevage MD from my dermatologist for $135.00 and as soon as I put it in my face I noticed a funny smell, it also gave me a rash after just 2 days. I bought Visage MD with 1.5% Idebenone and I love it, it has no smell and it has repaired my sun  damaged skin. Buy Visage MD instead of Prevage, you will be a lot happier.		Gloria De La Ruz"
B000CONLRI,2013,1,5.0,1,1,36,"Prevage makes a difference","Prevage is one product that makes a difference on skin and the difference in quite noticeable. Don't buy it at the department stores or doctor's office. This is an excellent product at an even better price."
B000CONLRI,2011,9,5.0,1,1,152,"FABULOUS PRODUCT!","I purchased PrevageMD from a Plastic Surgeon's office. It is a fabulous product.  I have red areas on my face and little broken blood vessels and this product makes the skin look even-toned and luminous. I can almost get away without foundation when using this product.  I ran out of PrevageMD and tried some other products but they didn't perform anywhere near this one.  I love the texture.  It is creamy and smooths over the face very easily.  I have never noticed any foul odor so I don't know what some of the other reviewers are talking about. But, as with any product that goes on your skin, you need to follow the directions and try a small patch and then start with only once a day.  I've only had a bit of redness the very first time I used it and after that, it's been fantastic.  I wouldn't use anything else."
B000CONLRI,2011,5,5.0,1,1,33,"Awesome anti-aging","This product is awesome for mild to moderate aging signs in the face and neck!!! It is well worth the money!! The dermatologist charged twice as much in her office for this product."
B000CONLRI,2010,8,1.0,1,1,49,"Use with caution!!","I had a HORRIBLE allergic reaction to this product.  My entire face swelled up like a balloon and my eyes were swollen shut for days.  I nicknamed myself ""alien"".  I do not normally have sensitive skin and this product has now made me wary to try new skin creams."
B000CONLRI,2009,0,5.0,1,1,115,"Amazing Indeed","Oh my God! I've used this only 3 days now.  Prevage MD started working immediately.  Sun spots lightened and fine wrinkles disappeared. Not only does my face look better, but the skin on the rest of my body (where I'm NOT applying Prevage) is improving too -- Imagine that! The skin on my legs is noticeably smoother.  Yesterday, I was working out at the gym (wearing shorts) and I couldn't stop staring at my legs - under fluorescent light to boot.  The only explanation I can think of is this: With Prevage correcting my face, my body's natural healing powers are more able to correct the rest of me.  This stuff is worth every cent."
B000CONLRI,2010,0,1.0,3,4,106,"Another allergic reaction-- Use extreme caution!","I, too, had a terrible allergic reaction to Prevage. This product couldn't have made my skin look -- and feel -- worse if it had been made with poison ivy! I broke out in a red, itchy blistering rash all over my face and neck. My eyes were swollen, my face was puffy and itchy! I do not have very sensitive skin and have never reacted to anything the way I have this product. I recommend testing it on a small area for several nights, and wash your hands thoroughly after you apply. I would give it zero stars if I could. A very expensive disaster!"
B000CONLRI,2009,2,1.0,3,4,101,"WORST PRODUCT EVER -- TERRIBLE REACTION","I've used many products and have undergone various minor cosmetic procedures (microdermabrasion, laser genesis and photofacials) and I've never had a reaction.  After using Prevage MD for two weeks, my race erupted in a rash-- itchy, red, bumpy and swollen.  It's so bad that I have to take steroids and apply topical cortisone.  I have NEVER experienced something like this and hope that nobody has else has to go through it.  I now look terrible, feel very uncomfortable and have to take off days from work to hopefully re-cooperate.  Please don't risk your face on this product, it's not worth it."
B000CONLRI,2010,1,1.0,2,3,39,"Prevage MD causes rash","This product causes a rash on my face when used every other day.  I've had to stop using it all together until the rash goes away.  I'll see if my skin tolerates its use on a twice weekly basis."
B000CONLRI,2009,4,2.0,2,3,188,"Allergic Reaction","Hi, I bought this product with high hopes afer reading some great reviews.  I used it for about a month and did not really notice any improvement in my skin (but sometimes it is hard to tell when you look at yourself everyday).  I didn't recieve any compliments about how great my skin looked during this time, but I thought, hey, just give it time..... than after about a month, my face swelled up....bad.  I thought that if I continued using it, that the reaction would go away and I would see some results, so I continued using it for over a week and my face looked BAD.  It was swollen and looked like I was a having a serious allergic reaction. It was bumpy and red and itchy and I looked like I was recuperating from a bad sunburn or chemical peel. I had to stop using it, I was in so much pain.  I tried it again after a couple weeks and instantly my face was swollen and red again for 3 days.  Sigh.... I was really hoping this would work.  Back to the drawing board......"
B000CONLRI,2013,1,5.0,0,0,24,"Prevage works","Prevage works. My skin looks much better when I use it and it is less dry. I have been using it for some time."
B000CONLRI,2011,3,5.0,1,2,65,ABZOO,"I have been using Prevage MD for many years and I love it.  My recent purchase was the first time I bought it online.  The price was much less than I usually pay and my order arrived very fast. I would definitely recommend ABZOO to my friends. I plan to not only order this product from ABZOO but to explore what other items they sell."
B000CONLRI,2008,9,1.0,2,4,133,"stay away from this product - urgent","I agree with a lot of the other reviewers. I had an absolutely horrifying experience with Prevage, which came as a sample in a sephora package. It took 2 courses of prednisone - very strong - to get it under control and although my face was the worst, it inflamed and irritated beyond words my entire body. It was absolutely everywhere and so unbelievably itchy and painful. I would say I have normal skin, too, not overly sensitive and had never had an allergic reaction before. I am very glad I did not purchase the product, which apparently has warnings but the sample does not so beware if you get one. I only gave it a star because Amazon forced me too to submit this review. It's really more like negative 1,000,000 stars..."
B000CONLRI,2010,5,5.0,0,1,14,"AAA - Antidote for Advanced Age","IF you're a cougar or a cougar wannabee, you'll love this product.  Best price."
B000CONLRI,2012,3,5.0,0,2,95,"great product","I have been using Prevage MD consistently for about three years, based on a reliable source mentioning that it has one of the highest concentrations available of one of the most powerful antioxidants.	Having said that, I have no idea if it works. Anybody who tells you they are seeing results from using any cream or lotion is lying or deluded. My complexion looks very good, but how would it look had I used another product? Probably the same. Still, I choose to believe that if any product can have an effect, this one will."
B000CONLRI,2008,5,2.0,0,2,113,"Not overly impressed","Well, at first it ""seemed"" to improve the look and appearance of the skin on my arms, which received a lot of sun damage as a kid and appeared significantly older than my 45 years (mostly age spots and fine dry-skin wrinkles). I wouldn't say that the improvement was dramatic - just a vague lightening of the age spots and mild improvement in wrinkling over the first half of the bottle - but at over $100.00 I was expecting better results and it didn't help that the stuff has a rather offensive smell (though that doesn't linger for a long time), so I opted to skip the next bottle for more cost-effective treatments..."
B000CONLRI,2008,4,1.0,2,6,238,"Rashes everywhere, definitely not worth the risk","I bought the Prevage trial kit with four small pump bottles.  I really, really, REALLY wanted this product to work.  After reading about the rash outbreaks experienced by many, I tried this product using a VERY small amount applied only to my deepest facial creases.  It was all fine for about 2 weeks (long after the period suggested when doing a patch test).  After that time, I developed a horrible rash on my foot.  It spread to my lower leg, then I got patches of it on my thigh.  The next rashy area developed on my hands, then I had some patches on my face.  The itching is absolutely intense, with small blisters and ""weeping"".  Cortisone ointment helped me stop the itch long enough so I wouldn't scratch in my sleep.  Having it on the foot is agony because the rubbing created by walking causes the rash to itch madly and simultaneously supply a simulated scratching.  This creates a viscious cycle of itching, scratching, further irritation and outbreak, etc.  I am surprised this product managed to find its way on the market when there are so many people adversely affected by it.  It is a highly-priced form of torture.  You may be one of the lucky people not experiencing a reaction, but you may also be one of those whose reaction is delayed.  Are you willing to take the risk?  I have to say it's not worth it."
B000CONLRI,2007,6,1.0,8,10,85,"Bad reaction to Prevage","I bought prevage from my dermatologist. I put it on my face and neck before I went to bed. I woke up with my entire face swollen. My eyes, in particular,  were so swollen I could barely see. My neck was red, hot  and itchy. Benedryl did not help reduce the pain and suffering. It lasted for three days. Horrible!	I have used many other anti-wrinkle products in the past, prescription and non-, without a bad reaction.	I would not even give it one star!!!"
B000CONLRI,2011,4,5.0,3,3,195,"Excellent Product!","I have been using Prevage MD for 5 years now. I am almost 60 but no one has ever guessed me to be older than 45.  I credit Prevage MD. I have purchased it through both a doctor's office and Amazon.com. I have never experienced any difference in results. A few years ago Elizabeth Arden/Allergan did change the texture of the product by adding more moisturizing ingredients. That may be what other reviewers have referred to when they found that the product seemed somewhat ""diluted"" which differed from their previous purchases. There have been times when I ran out of Prevage MD and had to wait a month to reorder. During that time I would see a significant change in my skin's smoothness and overall healthy appearance. After reordering and using the product again, the results were visible and greatly improved within a couple days. It has been years since I ordered this product from a doctor. I always order through various vendors on Amazon.com and have never received anything but the real product. I consider Prevage an necessity, not a luxury, and can testify that the product sold through Amazon.com is the real deal."
B000CONLRI,2008,8,5.0,3,3,24,"Great Product","Fabulous product. I have been using Prevage MD for two years and see very good results.  I use it only at nightime.  Wonderful product."
B000CONLRI,2007,5,5.0,3,3,126,"Buy only from a Dr office!!!","Prevage is an amazing product! I am an aesthetician that retails this in a doctors office. It is a very strong product that delivers wondeful results. Products that are purchased where they are not technically supposed to be purchased (ie: Paul Mitchell in Stop n Shop) are usually fake or tampered with. Also, there are problems with irritation from Prevage due to the dyes and fragrances that have been added to hide the horrible scent of the wondefully working ingredient. When purchased in the proper location, you will love your skin after using this product! FYI Visage MD is a claiming to have 1.5% Ibedenone and they are selling it online. Either that is a lie, or they will get in a lot of trouble soon."
B000CONLRI,2012,5,1.0,2,2,192,"BEWARE- Severe Contact Dermatitis to Product","I used Prevage MD for about a month two times a Day. One day My upper and lower eyelids became red and itchy and I thought it was my sunscreen. The doctor confirmed it was a contact dermatitist and prescribed a 10 day steroids pack. However, I didn't stop using the Prevage thinking there was no connection. Seven days later (while still on the meds) I awoke to my entire face and neck area in a red, itchy, bumpy allergic fiasco. I had never seen such a reaction in all my life to any food or product I ever used! The. Doctor gave me a shot of cortisone and then more pills. That was yesterday and my rash is getting better but it was so severe and so shocking to me that it happened.		The literature downplays contact dermatis from this product but I'd like to hear if anyone has has a similar reaction. What ingredient in this product would cause this?		Thanks for listening and any input or ideas you have on this reaction I'd be happy to hear about it to figure out why I had such a severe reaction."
B000CONLRI,2011,3,4.0,2,2,147,"PrevageMD vs. Elizabeth Arden Prevage","I've found the Elizabeth Arden Prevage to work great. No rashes or anything bad. Just really smooth, almost poreless skinn. Beautiful. I switched because it was a tad cheaper buying MD over Elizabeth Arden online. The MD-version seems a bit harsher (maybe stronger). I use it on my face and chest and the PrevageMD makes my chest itch. No bumps or rashes, but it definitely itches.  After two weeks, I finally got a clue and switched back to Elizabeth Arden on my chest and no more itching.  And my face appears to be breaking out more since using PrevageMD. I usually don't have much of a problem with zits, but have started seeing small pimples pop up since I started using PrevageMD.  However, my skin still looks poreless...just with some minor blemishes.  I'm definitely going back to using the Elizabeth Arden-version as soon as I run out."
B000CONLRI,2010,3,3.0,2,2,185,"Not sure it's done much for me but no bad side effects either...","I've been using Prevage MD for a couple years now.  I can't really tell if it's doing much but I figure it's a long term kind of thing (like my skin my be worse if I hadn't been using it...am I just rationalizing?)?  Anyway, I've bought it both at a doctor's office and online -- no difference in product in my experience.  Also I never had any bad reactions like rashes...I think it's possible that people can be sensitive to anything but I had no problem.  Also, it has a really lightly perfumed smell, nothing offensive, so I don't know what other reviewers are talking about unless what they got was spoiled or something.  So, all in all, I've had no negative experience with it but I can't say I woke up one morning with a completely new complexion either.  My derm says it's good stuff (and not because she sells it because she doesn't) and I trust her...she's brilliant and is involved in all kinds of research at Stanford and UCSF medical schools.  We're all looking for quick beauty fixes.  Do they really exist???"
